"schema","uuid","id","title","abstract","datasetURI","category","metadatacreationdate","date-publication","date-revision","temporal_extent_start","temporal_extent_end","keyword","geoBox","LegalConstraints","link","format","contact-pointOfContact","keyword-1","Constraints"
"iso19139","b9c5164f-fc9c-47da-8286-42d916f9d732","101942","Aerial Forest Survey Disease/Pest: Michigan, 2007","This data was taken from an aerial survey of forests","624c78214f814397af658d35427e24d8_23","dataset","2017-04-07T12:35:19","2016-07-07","2017-03-15","2007","2007","Forests###Trees###Michigan, United States","-90.1571###-83.2295###42.3503###48.1063","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/624c78214f814397af658d35427e24d8_23.zip###https://gis-michigan.opendata.arcgis.com/datasets/624c78214f814397af658d35427e24d8_23###https://opengeometadata.github.io/big-ten/b9/c5/16/4ffc9c47da828642d916f9d732/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/23","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","ba0f03c3-e8dd-466b-a1af-c3379cd75305","101941","DNR Forestry Subcanopy: Michigan","Forestry subcanopy data","79c9bb415d254bad9a14575e52d93bd4_7","dataset","2017-05-12T10:41:27","2017-01-18","2017-02-05","2017","","Forestry###Michigan, United States","-89.584714###-82.553699###41.81855###47.460328","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/79c9bb415d254bad9a14575e52d93bd4_7.zip###https://gis-michigan.opendata.arcgis.com/datasets/79c9bb415d254bad9a14575e52d93bd4_7###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ForestInventory/FeatureServer/7###https://opengeometadata.github.io/big-ten/ba/0f/03/c3e8dd466ba1afc3379cd75305/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","bbdc1f69-39bd-46f0-a54e-9a5205fd3f02","101939","Aerial Forest Survey Disease/Pest: Michigan, 2008","This data was taken from an aerial survey of forests","3bd5a6d7511d4147ba8c1df3188105a6_26","dataset","2017-04-07T12:35:17","2016-07-07","2017-03-15","2008","2008","Michigan, United States###Forests###Trees","-89.8035###-83.1847###42.5533###47.1482","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/3bd5a6d7511d4147ba8c1df3188105a6_26.zip###https://gis-michigan.opendata.arcgis.com/datasets/3bd5a6d7511d4147ba8c1df3188105a6_26###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/26###https://opengeometadata.github.io/big-ten/bb/dc/1f/6939bd46f0a54e9a5205fd3f02/iso19139","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","c01dfa63-03e5-4323-80e0-15d4817ca7b4","101937","Saginaw Bay (Lake Huron) Bathymetric Contours: Michigan, 2015","Bathymetric Contours in Saginaw Bay (Lake Huron)","23ff824509bb4ceb94db6a4d5d3b0e64_3","dataset","2017-04-07T12:34:59","","","2015","2015","Michigan, United States###Hydrology","-83.9621###-83.0636###43.5701###44.1723","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/23ff824509bb4ceb94db6a4d5d3b0e64_3.zip###https://opengeometadata.github.io/big-ten/c0/1d/fa/6303e5432380e015d4817ca7b4/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/elevation/MapServer/3###https://gis-michigan.opendata.arcgis.com/datasets/23ff824509bb4ceb94db6a4d5d3b0e64_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","be5f99d8-241d-44c6-8231-a28b9444f980","101938","Water Wells - West Central Lower Peninsula: Michigan, 2015","The data in these six files is derived from Wellogic, theMichigan Department of Environmental Quality statewide ground water database. The six files combined contain information on over575,000 spatially verified water well records.The six files are intended to provide water well information for wellsin counties clustered by geographic region: Upper Peninsula, Northern LowerPeninsula, East Central Lower Peninsula, West Central Lower Peninsula,Southwest Lower Peninsula and the South Central Southeastern Lower Peninsula. The files are constructed to be easilymerged, containing the same number and type of attribute fields.Although the derived data in these files represents thebest readily available data, the six files do not represent a complete databaseof all wells or well records in existence. Until January 1, 2000 not all water wellrecords for new wells in Michigan were entered into Wellogic. For wells drilled before 2000 the rate ofinclusion is highly variable from one county to another. Further, there is a quality control check onlocation that may exclude a limited number of wells from Wellogic from the sixfiles made available on this site.More Metadata;","7711ba3d99ee4bf1b967812da2e0e21b_6","dataset","2017-04-07T12:35:03","","","2015","2015","Michigan, United States###Groundwater","-90.4077###-82.4156###41.656###48.1419","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/7711ba3d99ee4bf1b967812da2e0e21b_6.zip###https://opengeometadata.github.io/big-ten/be/5f/99/d8241d44c68231a28b9444f980/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/public_health/MapServer/6###https://gis-michigan.opendata.arcgis.com/datasets/7711ba3d99ee4bf1b967812da2e0e21b_6","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","c1fd0c4c-0db3-4484-bf71-779cb5446dc5","101936","DNR Forestry Canopy Data: Michigan","Forestry canopy data","84d8830af6254152b1cf30d742c840e4_6","dataset","2017-05-12T10:41:30","2017-01-19","2017-02-06","2017","","Forestry###Michigan, United States","-89.355349###-83.442026###43.242652###47.460328","","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/84d8830af6254152b1cf30d742c840e4_6.zip###https://gis-michigan.opendata.arcgis.com/datasets/84d8830af6254152b1cf30d742c840e4_6###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/open_ForestInventory/FeatureServer/6###https://opengeometadata.github.io/big-ten/c1/fd/0c/4c0db34484bf71779cb5446dc5/iso19139","Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","Downloadable Data","",
"iso19139","c59e7030-487c-43ee-bb73-af49c93757e6","101934","Ash Host Species: Michigan, 2012","Ash Host Species 2012 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","faadaddab44447f4b3d1df9c17c0611c_18","dataset","2017-04-07T12:34:45","","","2012","2012","Forests###Trees###Michigan, United States","-89.1524###-83.124###42.3454###48.1604","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/faadaddab44447f4b3d1df9c17c0611c_18.zip###https://opengeometadata.github.io/big-ten/c5/9e/70/30487c43eebb73af49c93757e6/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/18###https://gis-michigan.opendata.arcgis.com/datasets/faadaddab44447f4b3d1df9c17c0611c_18","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","c3d44372-7251-407b-8e48-3fd0934e3032","101935","Water Wells - South Central and Southeastern Michigan: Michigan, 2015","The data in these six files is derived from Wellogic, theMichigan Department of Environmental Quality statewide ground water database. The six files combined contain information on over575,000 spatially verified water well records.The six files are intended to provide water well information for wellsin counties clustered by geographic region: Upper Peninsula, Northern LowerPeninsula, East Central Lower Peninsula, West Central Lower Peninsula,Southwest Lower Peninsula and the South Central Southeastern Lower Peninsula. The files are constructed to be easilymerged, containing the same number and type of attribute fields.Although the derived data in these files represents thebest readily available data, the six files do not represent a complete databaseof all wells or well records in existence. Until January 1, 2000 not all water wellrecords for new wells in Michigan were entered into Wellogic. For wells drilled before 2000 the rate ofinclusion is highly variable from one county to another. Further, there is a quality control check onlocation that may exclude a limited number of wells from Wellogic from the sixfiles made available on this site.More Metadata;","5c1f42d9514c4ba38c29b50a5dfbd9a4_9","dataset","2017-04-07T12:34:54","","","2015","2015","Michigan, United States###Groundwater","-90.4077###-82.4156###41.656###48.1419","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/5c1f42d9514c4ba38c29b50a5dfbd9a4_9.zip###https://opengeometadata.github.io/big-ten/c3/d4/43/727251407b8e483fd0934e3032/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/public_health/MapServer/9###https://gis-michigan.opendata.arcgis.com/datasets/5c1f42d9514c4ba38c29b50a5dfbd9a4_9","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","c6d149a6-7986-47b7-97f0-de01bd6c2f32","101933","Aerial Forest Survey Disease/Pest: Michigan, 2009","This data was taken from an aerial survey of forests","a117aa82cee04bfdba45511e79b5c521_29","dataset","2017-04-07T12:34:32","2016-07-07","2017-03-15","2009","2009","Forests###Trees###Michigan, United States","-90.1635###-83.3611###41.679###48.1596","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a117aa82cee04bfdba45511e79b5c521_29.zip###https://gis-michigan.opendata.arcgis.com/datasets/a117aa82cee04bfdba45511e79b5c521_29###https://opengeometadata.github.io/big-ten/c6/d1/49/a6798647b797f0de01bd6c2f32/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/29","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","c746928f-91ca-4ad9-b292-83b501129da6","101932","Aerial Forest Survey Pattern: Michigan, 2011","This data was taken from an aerial survey of forests","8764af9ad8054c14b1fff3dd1fe1c39e_34","dataset","2017-04-07T12:34:51","","","2011","2011","Forests###Trees###Michigan, United States","-90.0717###-83.3599###43.4747###46.9006","public","https://gis-michigan.opendata.arcgis.com/###https://gis.michigan.opendata.arcgis.com/datasets/8764af9ad8054c14b1fff3dd1fe1c39e_34.zip###https://opengeometadata.github.io/big-ten/c7/46/92/8f91ca4ad9b29283b501129da6/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/ForestHealthAerialSurveys/FeatureServer/34","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","cb3db852-8cba-4243-8976-e3c56c8104be","101929","Michigan DNR Financial Operations and Services Management Units: Michigan, 2015","This dataset covers Michigan DNR Financial Operations and Services Management Units.","30729abef77d4433ab5598264f855d92_0","dataset","2017-04-07T12:34:42","","","2015","2015","Michigan, United States","-90.5569###-82.0703###41.6321###48.2841","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/30729abef77d4433ab5598264f855d92_0.zip###https://opengeometadata.github.io/big-ten/cb/3d/b8/528cba42438976e3c56c8104be/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrFinance/MapServer/0###https://gis-michigan.opendata.arcgis.com/datasets/30729abef77d4433ab5598264f855d92_0","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d4285cca-8f56-4b70-804f-e9d17b313141","101918","Hemlock Host Species: Michigan, 2013","Hemlock Host Species 2013 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","85ccffdf80e34fbc875ba9f0a267b6a4_11","dataset","2017-04-07T12:34:37","","","2013","2013","Forests###Trees###Michigan, United States","-90.259###-82.9865###41.8739###48.1649","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/85ccffdf80e34fbc875ba9f0a267b6a4_11.zip###https://opengeometadata.github.io/big-ten/d4/28/5c/ca8f564b70804fe9d17b313141/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/11###https://gis-michigan.opendata.arcgis.com/datasets/85ccffdf80e34fbc875ba9f0a267b6a4_11","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d553c01c-ae95-406a-917f-e05afb69373a","101917","Aerial Forest Survey Severity: Michigan, 2002","This data was taken from an aerial survey of forests","1b2324aab23944f58a62f19999a97d3d_6","dataset","2017-04-07T12:34:39","2016-07-07","2017-03-15","2002","2002","Forests###Trees###Michigan, United States","-90.0891###-82.441###41.9363###48.0507","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/1b2324aab23944f58a62f19999a97d3d_6.zip###https://gis-michigan.opendata.arcgis.com/datasets/1b2324aab23944f58a62f19999a97d3d_6###https://opengeometadata.github.io/big-ten/d5/53/c0/1cae95406a917fe05afb69373a/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/6","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d9afed2a-093c-4a72-b9ba-16365b2d64d0","101914","Aerial Forest Survey Severity: Michigan, 2013","This data was taken from an aerial survey of forests","da714e7e00dd494aa738d3615549f303_53","dataset","2017-04-07T12:34:39","2016-01-07","2017-03-15","2013","2013","Forests###Trees###Michigan, United States","-90.259###-82.9865###41.8739###48.1649","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/da714e7e00dd494aa738d3615549f303_53.zip###https://gis-michigan.opendata.arcgis.com/datasets/da714e7e00dd494aa738d3615549f303_53###https://opengeometadata.github.io/big-ten/d9/af/ed/2a093c4a72b9ba16365b2d64d0/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrAerialSurveys/MapServer/53","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d639b6f2-7836-46e7-a210-0d0fd898f561","101915","Prescribed Burn Point Locations: Michigan, 2015","The DNR Prescribed Burn Point Locations are from the Prescribed Burn database managed by DTMB-CSSTP.These represent 2014 prescribed burns greater than 10 acres.","b30f092aadb14517bdab590824d10490_40","dataset","2017-04-07T12:34:44","","","2015","2015","Michigan, United States","-88.5925###-82.2767###41.7211###46.6233","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/b30f092aadb14517bdab590824d10490_40.zip###https://opengeometadata.github.io/big-ten/d6/39/b6/f2783646e7a2100d0fd898f561/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/40###https://gis-michigan.opendata.arcgis.com/datasets/b30f092aadb14517bdab590824d10490_40","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d57e3ddf-5943-4773-b75c-c35a25b195ac","101916","MDOT Maintenance Responsibility: Michigan, 2015","The Maintenance Responsibility layer is a delineation of which entities are responsible for maintenance on Michigan Trunkline routes. This information enables MDOT to track and compare the costs of doing business between the various parties responsible for maintenance. These parties include MDOT maintenance garages, county road commissions, cities, and bridge authorities. Please see theMDOT Metadata Formfor additional information.Update Cycle: Maintenance Responsibility is updated on an annual basis in conjunction with the Lane Mile Inventory (LMI) release and is based on the new framework version. Any additional changes to the data are provided by the data owner to DOGMA staff for inclusion that year.;Coverage: This inventory is complete in its coverage of all State of Michigan trunkline roadways.;Symbology: The symbology for the Maintenance Responsibility layer is categorized using the \"MAINTENANCE\" field and grouped by MDOT, County, and Local Agency services with different colors for each and a size 2 line. AnArcGIS layer file (.lyr)exists for this data set.;Contact: Margaret Kramer,kramerm@michigan.gov","796ee43a52a54a71a716d9a5af7ec56f_27","dataset","2017-04-07T12:34:26","","","2015","2015","Michigan, United States","-90.2677###-82.135###41.6417###47.4964","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/796ee43a52a54a71a716d9a5af7ec56f_27.zip###https://opengeometadata.github.io/big-ten/d5/7e/3d/df59434773b75cc35a25b195ac/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/MDOT/mdot_opendata/MapServer/27###https://gis-michigan.opendata.arcgis.com/datasets/796ee43a52a54a71a716d9a5af7ec56f_27","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","da746d91-19b1-4ccb-ae8a-600c1bbac777","101912","Michigan DNR Designated Bicycle Trails: Michigan, 2015","Designated Bicycle Trails are the trails specifically designated for Bicycles or Mountain Bikes. Other uses may exist including, but not limited to motorized vehicles, hiking pathways, equestrian trails, etc. The trails are located on State, Federal, County, Local, and Private Lands.","3347b6947d724d5e885a00de9dd0d98a_2","dataset","2017-04-07T12:35:25","","","2015","2015","Michigan, United States###Bicycles","-90.5436###-82.0796###41.6457###48.1903","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/3347b6947d724d5e885a00de9dd0d98a_2.zip###https://opengeometadata.github.io/big-ten/da/74/6d/9119b14ccbae8a600c1bbac777/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/open_Trails/FeatureServer/2###https://gis-michigan.opendata.arcgis.com/datasets/3347b6947d724d5e885a00de9dd0d98a_2","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","daf31ee1-7b0d-4571-b10e-e7359750980b","101910","Traffic Volumes: Michigan, 2015","The Annual Average Daily Traffic (AADT) is the estimated mean daily traffic volume and theCommercial Annual Average Daily Traffic (CAADT) is the estimated mean daily traffic volume for commercialvehicles.Data DictionaryData Quality:For continuous sites, estimates are calculated by summing the Annual Average Days of the Week and dividing by seven. For short-count sites, estimates are made by factoring a short count using seasonal and day-of-week adjustment factors.Data Coverage:The dataset covers the entire State of Michigan (state-owned) Trunkline system.Update Cycle:AADT & CAADT volumes are created and released every year.Contact:Kevin Krzeminski","2bcfd62c243e462ea4ff040f8581fe5f_9","dataset","2017-04-07T12:34:38","","","2015","2015","Michigan, United States","-88.4579###-82.2626###41.7008###47.2141","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_9.zip###https://opengeometadata.github.io/big-ten/da/f3/1e/e17b0d4571b10ee7359750980b/iso19139###https://services2.arcgis.com/67lKNkQ2TO1I3lhR/arcgis/rest/services/mdot_traffic_volumes_archive/FeatureServer/9###https://gis-michigan.opendata.arcgis.com/datasets/2bcfd62c243e462ea4ff040f8581fe5f_9","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","da4eed3d-07c3-426f-b8f4-e6ed9be55311","101913","Saginaw Bay (Lake Huron) Shoreline: Michigan, 2015","Saginaw Bay (Lake Huron) Shoreline","0d2e2e4c864648d7ad0825569906dcba_14","dataset","2017-04-07T12:34:54","","","2015","2015","Michigan, United States###Hydrology","-83.9621###-83.0643###43.5701###44.1723","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/0d2e2e4c864648d7ad0825569906dcba_14.zip###https://opengeometadata.github.io/big-ten/da/4e/ed/3d07c3426fb8f4e6ed9be55311/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/14###https://gis-michigan.opendata.arcgis.com/datasets/0d2e2e4c864648d7ad0825569906dcba_14","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","da976e0b-5333-466a-9940-ace5bb1bdbd5","101911","School Districts: Michigan, 2015","School Districts from the Michigan Geographic Framework (MGF) base map. These are Local Education Agency (LEA) school districts as defined under MCL 380.6 and as organized under MCL 380.11a (general powers school district) or under part 6 (district of the first class) of the Revised School Code.","f40e3bf5815e4045a68c53af572690f6_10","dataset","2017-04-07T12:34:57","","","2015","2015","Michigan, United States###Schools###Education","-90.5567###-82.0649###41.6321###48.2841","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/f40e3bf5815e4045a68c53af572690f6_10.zip###https://opengeometadata.github.io/big-ten/da/97/6e/0b5333466a9940ace5bb1bdbd5/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/michigan_geographic_framework/MapServer/10###https://gis-michigan.opendata.arcgis.com/datasets/f40e3bf5815e4045a68c53af572690f6_10","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","dc4e84eb-1006-4229-8843-79201c00944a","101907","Base Flow of Michigan Streams: Michigan, 2015","This data set provides estimates of the ground-water contribution to stream flow, frequently referred to as base flow, in cubic feet per second. The baseflow of a stream or river is the amount of groundwater discharged from an aquifer to the watercourse. This discharge occurs year-round, and fluctuates seasonally depending on the level of the water in the aquifer. Baseflow is supplemented by direct runoff during and immediately after precipitation or melt events, resulting in peaks on a hydrograph showing stream flow through time. The process of dividing these peaks into base flow and runoff is called hydrograph separation. Hydrograph separations were completed for all USGS stream- flow gaging stations in Michigan that had more than 10 years of daily records. Sites that were clearly affected by upstream impoundments (lakes, dams) were excluded. No attempt was made to detect or correct for trends in the data. This may lead to some errors in the comparison of streams with data from different time periods if there is an underlying temporal trend in the data, but inclusion of all records in the analysis was necessary to increase the data pool and provide better spatial coverage. Watersheds were delineated for each of the 208 stream-flow gaging stations, and various characteristics of each watershed, such as topographic relief, surficial geology, land cover, growing degree days, annual and winter-season precipitation, and others were tabulated. Regression modeling, described in the Technical Report, was used to estimate the baseflow for each steam segment of the 1:100,000-scale National Hydrography Dataset.","e8e263ecfc634c56ac89adefd4a21454_3","dataset","2017-04-07T12:35:27","","","2015","2015","Michigan, United States###Hydrology","-90.3951###-82.4174###41.2769###47.4692","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/e8e263ecfc634c56ac89adefd4a21454_3.zip###https://opengeometadata.github.io/big-ten/dc/4e/84/eb10064229884379201c00944a/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/hydro/MapServer/3###https://gis-michigan.opendata.arcgis.com/datasets/e8e263ecfc634c56ac89adefd4a21454_3","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","dd1b6bfd-5053-4845-a6a0-3e50a4f69815","101906","Aerial Forest Survey Disease/Pest: Michigan, 2003","This dataset was taken from an aerial survey of forests","8856d8b876e44ccfaa223b1be8fe3141_11","dataset","2017-04-07T12:34:52","2016-07-07","2017-03-15","2003","2003","Forests###Trees###Michigan, United States","-88.7774###-82.2623###41.7181###46.7765","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/8856d8b876e44ccfaa223b1be8fe3141_11.zip###https://gis-michigan.opendata.arcgis.com/datasets/8856d8b876e44ccfaa223b1be8fe3141_11###https://opengeometadata.github.io/big-ten/dd/1b/6b/fd50534845a6a03e50a4f69815/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/ArcGIS/rest/services/ForestHealthAerialSurveys/FeatureServer/11","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","c91f8eab-6e3c-4fd3-8fa0-e38e53693c7b","101930","State Forest, Wildlife, and Game Areas Open to Hunting: Michigan, 2015","State Forests and State Wildlife and Game Areas Open to Hunting includes lands managed by the Michigan Department of Natural Resources Forest Resources Division and Wildlife Division that are open to public hunting. Please double check with the appropriate agency for specific rules, regulations, and restrictions.","403b88ca6cc443a59e54eb28e4f4de98_5","dataset","2017-04-07T12:35:14","","","2015","2015","Michigan, United States","-90.0454###-82.2107###41.7096###47.4904","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/403b88ca6cc443a59e54eb28e4f4de98_5.zip###https://opengeometadata.github.io/big-ten/c9/1f/8e/ab6e3c4fd38fa0e38e53693c7b/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrHuntableLands/MapServer/5###https://gis-michigan.opendata.arcgis.com/datasets/403b88ca6cc443a59e54eb28e4f4de98_5","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","c770715c-4975-4ada-9a16-ebc5506f6028","101931","Ash Host Species: Michigan, 2015","Ash Host Species 2015 includes the areas derived from the Aerial Survey analysis completed by the US Forest Service and the Michigan Department of Natural Resources.","08c70007e32a40cca80c5c559bacbbcf_21","dataset","2017-04-07T12:35:02","","","2015","2015","Forests###Trees###Michigan, United States","-90.2176###-83.1354###42.4499###48.0913","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/08c70007e32a40cca80c5c559bacbbcf_21.zip###https://opengeometadata.github.io/big-ten/c7/70/71/5c49754ada9a16ebc5506f6028/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/DNR/dnrForestHealthAndPlanning/MapServer/21###https://gis-michigan.opendata.arcgis.com/datasets/08c70007e32a40cca80c5c559bacbbcf_21","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","cdb9fd4d-3f80-4da0-8a77-66ece1004fb7","101928","Water Wells - Southwest Michigan: Michigan, 2015","The data in these six files is derived from Wellogic, theMichigan Department of Environmental Quality statewide ground water database. The six files combined contain information on over575,000 spatially verified water well records.The six files are intended to provide water well information for wellsin counties clustered by geographic region: Upper Peninsula, Northern LowerPeninsula, East Central Lower Peninsula, West Central Lower Peninsula,Southwest Lower Peninsula and the South Central Southeastern Lower Peninsula. The files are constructed to be easilymerged, containing the same number and type of attribute fields.Although the derived data in these files represents thebest readily available data, the six files do not represent a complete databaseof all wells or well records in existence. Until January 1, 2000 not all water wellrecords for new wells in Michigan were entered into Wellogic. For wells drilled before 2000 the rate ofinclusion is highly variable from one county to another. Further, there is a quality control check onlocation that may exclude a limited number of wells from Wellogic from the sixfiles made available on this site.More Metadata;;","e2c9f99a5bf44f16bbe2f86602c07921_7","dataset","2017-04-07T12:35:13","","","2015","2015","Michigan, United States###Groundwater","-90.4077###-82.4156###41.656###48.1419","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/e2c9f99a5bf44f16bbe2f86602c07921_7.zip###https://opengeometadata.github.io/big-ten/cd/b9/fd/4d3f804da08a7766ece1004fb7/iso19139###https://gisago.mcgi.state.mi.us/arcgis/rest/services/OpenData/public_health/MapServer/7###https://gis-michigan.opendata.arcgis.com/datasets/e2c9f99a5bf44f16bbe2f86602c07921_7","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
"iso19139","d04105ed-c269-49eb-a588-82d661ae09d3","101925","Michigan DNR Mineral Lease Nominations: Michigan, 2015","Lease Nominations are from the LOTS database and linked to the quarter quarter grid file. Any 40 acre parcel with a mineral lease nomination is included in the layer.","a1a146c1d00b40e2aa18683bebf5da84_1","dataset","2017-04-07T12:35:11","","","2015","2015","Michigan, United States","-88.959###-83.455###43.7212###46.8102","public","https://gis-michigan.opendata.arcgis.com/###https://gis-michigan.opendata.arcgis.com/datasets/a1a146c1d00b40e2aa18683bebf5da84_1.zip###https://opengeometadata.github.io/big-ten/d0/41/05/edc26949eba58882d661ae09d3/iso19139###https://services3.arcgis.com/Jdnp1TjADvSDxMAX/arcgis/rest/services/dnrMinerals/FeatureServer/1###https://gis-michigan.opendata.arcgis.com/datasets/a1a146c1d00b40e2aa18683bebf5da84_1","ESRI Shapefile","State of Michigan GIS Open Data/ CSS-AGO@michigan.gov","","",
