identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
962cba227a7b4d55b02d02c2cf6b3ad8_3,04b-24021,Hotels,,Hotels/Motels in Frederick County Maryland,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T14:20:37.000Z,,,"Frederick County, Maryland|Maryland","-77.6149,39.319,-77.3143,39.7062",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/962cba227a7b4d55b02d02c2cf6b3ad8_3,"http://gis-fcgmd.opendata.arcgis.com/datasets/962cba227a7b4d55b02d02c2cf6b3ad8_3.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Features/PointsOfInterest/MapServer/3,,MapServer,Hotels|Points Of Interest
e95733b43de14a0da4b26a91188f32ea_0,04b-24021,County Boundary,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T18:44:27.000Z,,,"Frederick County, Maryland|Maryland","-77.6768,39.2187,-77.1071,39.7207",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/e95733b43de14a0da4b26a91188f32ea_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/e95733b43de14a0da4b26a91188f32ea_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Planning/CountyBoundary/MapServer/0,,MapServer,County Boundary|Political Features
41022c2586b04bb98154994524739737_0,04b-24021,Fences,,"This dataset contains fences in Frederick County. New fences and existing 2005 fence lines that were changed by demolition, reconstruction, or addition were reflected in this feature class.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T18:21:54.000Z,,,"Frederick County, Maryland|Maryland","-77.6789,39.2176,-77.1007,39.7259",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/41022c2586b04bb98154994524739737_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/41022c2586b04bb98154994524739737_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Infrastructure/Planimetrics/MapServer/0,,MapServer,Planimetrics|Fences
f840f06e3c2c4f78b7918d471ef441fb_0,04b-24021,Municipalities,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-09T14:28:21.000Z,,,"Frederick County, Maryland|Maryland","-77.6504,39.3024,-77.1561,39.7169",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/f840f06e3c2c4f78b7918d471ef441fb_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/f840f06e3c2c4f78b7918d471ef441fb_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Planning/Municipalities/MapServer/0,,MapServer,Frederick County|Municipalities
4ff4517f666c4bf3b600f59b9f2d903c_2,04b-24021,Critical Farms,,"Since 1997, Maryland?s Conservation Reserve Enhancement Program (CREP) has helped thousands of Maryland landowners plant streamside buffers, establish wetlands, protect highly erodible land, and create wildlife habitat while providing them with a steady, dependable land rental income. CREP is a state-federal partnership that makes it easy for farmers to do their part to protect local waterways without hurting their bottom line. In 2009, the State of Maryland introduced a new CREP easement option that permanently protects land under CREP contract. ",Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-09T13:02:09.000Z,,,"Frederick County, Maryland|Maryland","-77.5739,39.3099,-77.1208,39.664",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/4ff4517f666c4bf3b600f59b9f2d903c_2,"http://gis-fcgmd.opendata.arcgis.com/datasets/4ff4517f666c4bf3b600f59b9f2d903c_2.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/AgPreservation/MapServer/2,,MapServer,Frederick County|Agricultural Preservation|Critical Farms
a329f2c6a26546eda4254ffdb4d7403f_0,04b-24021,Streets,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-08T19:48:27.000Z,,,"Frederick County, Maryland|Maryland","-77.676,39.2214,-77.1006,39.7211",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/a329f2c6a26546eda4254ffdb4d7403f_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/a329f2c6a26546eda4254ffdb4d7403f_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Transportation/Centerlines/MapServer/0,,MapServer,Frederick County|Centerlines
e14c089630aa422fbe1bc06734815b46_1,04b-24021,County Held,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-09T12:59:05.000Z,,,"Frederick County, Maryland|Maryland","-77.6648,39.2371,-77.1069,39.6041",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/e14c089630aa422fbe1bc06734815b46_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/e14c089630aa422fbe1bc06734815b46_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/AgPreservation/MapServer/1,,MapServer,Frederick County|Agricultural Preservation|County Held
3eb431630bab4508b4d265f5db4885d7_2,04b-24021,Forests,,"This dataset contains forest features in Frederick County. Existng forest outlines that have been changed by cutting, burning, or other means of removal were reflected in the deliverable. Any new forest features were captured at the outer edges of the tree trunks. Forest is defined as the edge of a tree mass of 10,000 square feet or greater, not less than 35' in length and follows along the outer edge of the tree trunks.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T18:27:12.000Z,,,"Frederick County, Maryland|Maryland","-77.6788,39.2133,-77.0972,39.7259",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/3eb431630bab4508b4d265f5db4885d7_2,"http://gis-fcgmd.opendata.arcgis.com/datasets/3eb431630bab4508b4d265f5db4885d7_2.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Infrastructure/Planimetrics/MapServer/2,,MapServer,Forests|Planimetrics
5dd667dddfa943999a008828fb021e42_1,04b-24021,Election Precincts,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-09T12:51:06.000Z,,,"Frederick County, Maryland|Maryland","-77.6768,39.2187,-77.1071,39.7209",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/5dd667dddfa943999a008828fb021e42_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/5dd667dddfa943999a008828fb021e42_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Elections/Election_2016/MapServer/1,,MapServer,Frederick County|Election Information|Election Precinct|Political Features
6ed650c7d01e407a810eae27ccae32b6,04b-24021,Map Atlases,,{{default.description}},Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2019-04-11T12:33:13.000Z,,,"Frederick County, Maryland|Maryland","-77.698,39.204,-77.091,39.732",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/6ed650c7d01e407a810eae27ccae32b6,,https://opendata.arcgis.com/admin/,,,Frederick County|Survey Control Monuments
0320a177c060487b87e91a30c90a6f7c_1,04b-24021,Middle School Locations,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-08T20:19:11.000Z,,,"Frederick County, Maryland|Maryland","-77.633,39.3128,-77.1767,39.7033",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/0320a177c060487b87e91a30c90a6f7c_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/0320a177c060487b87e91a30c90a6f7c_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/PublicSchools/SchoolLocationBreakouts/MapServer/1,,MapServer,Frederick County|Public School Locations|Middle Schools
622c6339628d41a885133b4d5ab7bbdb_1,04b-24021,Bridges (Polygon),,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T18:26:11.000Z,,,"Frederick County, Maryland|Maryland","-77.6773,39.2149,-77.0986,39.7259",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/622c6339628d41a885133b4d5ab7bbdb_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/622c6339628d41a885133b4d5ab7bbdb_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Infrastructure/Planimetrics/MapServer/1,,MapServer,Bridges|Planimetrics|Transportation
6e5c5dd9b86c4885a5087cc8b4a5d54c_0,04b-24021,Dams,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-16T18:02:14.000Z,,,"Frederick County, Maryland|Maryland","-77.6589,39.2915,-77.1597,39.7082",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/6e5c5dd9b86c4885a5087cc8b4a5d54c_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/6e5c5dd9b86c4885a5087cc8b4a5d54c_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/Hydrography/MapServer/0,,MapServer,Hydrography|Dams
ea65272be56b44f0b71c91aa9abd868c_2,04b-24021,CREP,,"Since 1997, Maryland?s Conservation Reserve Enhancement Program (CREP) has helped thousands of Maryland landowners plant streamside buffers, establish wetlands, protect highly erodible land, and create wildlife habitat while providing them with a steady, dependable land rental income. CREP is a state-federal partnership that makes it easy for farmers to do their part to protect local waterways without hurting their bottom line. In 2009, the State of Maryland introduced a new CREP easement option that permanently protects land under CREP contract. ",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-23T13:43:06.000Z,,,"Frederick County, Maryland|Maryland","-77.5739,39.3099,-77.1208,39.664",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/ea65272be56b44f0b71c91aa9abd868c_2,"http://gis-fcgmd.opendata.arcgis.com/datasets/ea65272be56b44f0b71c91aa9abd868c_2.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/AgPreservation/MapServer/2,,MapServer,CREP|Agricultural Preservation
1c74fe6c5a984685ae9f3c860e126c23_0,04b-24021,Zipcodes,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T14:37:28.000Z,,,"Frederick County, Maryland|Maryland","-77.677,39.2166,-77.0991,39.7234",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/1c74fe6c5a984685ae9f3c860e126c23_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/1c74fe6c5a984685ae9f3c860e126c23_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Planning/Zipcodes/MapServer/0,,MapServer,Zipcodes
a8eea7b951304e4f89ca2b772388ff6b_8,04b-24021,MET,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-09T13:07:49.000Z,,,"Frederick County, Maryland|Maryland","-77.6405,39.268,-77.1786,39.7073",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/a8eea7b951304e4f89ca2b772388ff6b_8,"http://gis-fcgmd.opendata.arcgis.com/datasets/a8eea7b951304e4f89ca2b772388ff6b_8.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/AgPreservation/MapServer/8,,MapServer,Frederick County|Agricultural Preservation|MET
a53298ba58cb40feaae7fae9eed628bd_0,04b-24021,Highway Districts,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-08T19:51:25.000Z,,,"Frederick County, Maryland|Maryland","-77.6768,39.2187,-77.1071,39.7207",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/a53298ba58cb40feaae7fae9eed628bd_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/a53298ba58cb40feaae7fae9eed628bd_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Transportation/HighwayDistricts/MapServer/0,,MapServer,Frederick County|Highway Districts
0a34001f9e334ceea96b43b0f9410196_1,04b-24021,Streams,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-16T18:05:08.000Z,,,"Frederick County, Maryland|Maryland","-77.6758,39.2233,-77.1078,39.7206",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/0a34001f9e334ceea96b43b0f9410196_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/0a34001f9e334ceea96b43b0f9410196_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/Hydrography/MapServer/1,,MapServer,Hydrography|Streams
7d03b3dcabef488ebd2ff102d4a6d9a4_4,04b-24021,Catchments,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-16T18:26:28.000Z,,,"Frederick County, Maryland|Maryland","-77.6768,39.2187,-76.8841,39.9269",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/7d03b3dcabef488ebd2ff102d4a6d9a4_4,"http://gis-fcgmd.opendata.arcgis.com/datasets/7d03b3dcabef488ebd2ff102d4a6d9a4_4.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/Hydrography/MapServer/4,,MapServer,Hydrography|Catchments
ca01871b75714b72ad7e79d192f0360d_0,04b-24021,School Properties,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T15:34:04.000Z,,,"Frederick County, Maryland|Maryland","-77.6339,39.3119,-77.1745,39.7049",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/ca01871b75714b72ad7e79d192f0360d_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/ca01871b75714b72ad7e79d192f0360d_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/PublicSchools/SchoolProperties/MapServer/0,,MapServer,School Properties
630772780fe64a109b167dcb017feee6,04b-24021,Addressing and Road Naming,,{{default.description}},Flagged,,ArcGIS Hub Dataset|Esri Rest API,,,2019-03-05T16:57:03.000Z,,,"Frederick County, Maryland|Maryland","-77.698,39.204,-77.091,39.732",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/630772780fe64a109b167dcb017feee6,,https://opendata.arcgis.com/admin/,,,Shopping Centers|Points Of Interest
a95cc9ceb5314c1eba16ad919dd2845e_0,04b-24021,Frederick Municipal Airport (Runways),,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-23T13:16:37.000Z,,,"Frederick County, Maryland|Maryland","-77.3804,39.4096,-77.3684,39.4234",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/a95cc9ceb5314c1eba16ad919dd2845e_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/a95cc9ceb5314c1eba16ad919dd2845e_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Transportation/FMA_Runways/MapServer/0,,MapServer,Frederick Municipal Airport|Runways|Transportation
3789f19dadc24a0c90273cccf5c76ec2_1,04b-24021,Fee In Lieu,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T13:25:31.000Z,,,"Frederick County, Maryland|Maryland","-77.6378,39.2312,-77.1334,39.4723",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/3789f19dadc24a0c90273cccf5c76ec2_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/3789f19dadc24a0c90273cccf5c76ec2_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/ForestEasements/MapServer/1,,MapServer,Fee In Lieu|Forest Easements
7aa92cd0a7ce4f0eb9245ebd68ae0e28_3,04b-24021,Primary School Locations,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-08T20:21:52.000Z,,,"Frederick County, Maryland|Maryland","-77.633,39.3128,-77.1767,39.7033",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/7aa92cd0a7ce4f0eb9245ebd68ae0e28_3,"http://gis-fcgmd.opendata.arcgis.com/datasets/7aa92cd0a7ce4f0eb9245ebd68ae0e28_3.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/PublicSchools/SchoolLocationBreakouts/MapServer/3,,MapServer,Frederick County|Public School Locations|Primary Schools
ac71caffaf6345babdd6de4624c28a94_1,04b-24021,Thurmont Police (ESZ),,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-22T13:38:59.000Z,,,"Frederick County, Maryland|Maryland","-77.6764,39.2187,-77.1071,39.7234",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/ac71caffaf6345babdd6de4624c28a94_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/ac71caffaf6345babdd6de4624c28a94_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/PublicSafety/ESZ/MapServer/1,,MapServer,Thurmont Police|ESZ|Public Safety
422d4174580f47d3af028e427146494a_4,04b-24021,Ortho Grid (2007),,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T13:09:24.000Z,,,"Frederick County, Maryland|Maryland","-77.6788,39.2161,-77.0972,39.7231",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/422d4174580f47d3af028e427146494a_4,"http://gis-fcgmd.opendata.arcgis.com/datasets/422d4174580f47d3af028e427146494a_4.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Planning/IndexGrids/MapServer/4,,MapServer,Ortho Grid (2007)|Index Grids
4ed0a93f540a4ca1b5b139c0414d7a99_5,04b-24021,Post Offices,,Locations and information pertaining to Frederick County Maryland post offices,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T14:26:49.000Z,,,"Frederick County, Maryland|Maryland","-77.6307,39.2562,-77.2481,39.7079",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/4ed0a93f540a4ca1b5b139c0414d7a99_5,"http://gis-fcgmd.opendata.arcgis.com/datasets/4ed0a93f540a4ca1b5b139c0414d7a99_5.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Features/PointsOfInterest/MapServer/5,,MapServer,Post Office|Points Of Interest
77ecfde669764e309957c525c9350d1f_0,04b-24021,Edge Of Pavement,,"This dataset contains edge of pavement of transportation features in Frederick County. Existing 2005 data was updated in areas of change or new construction. Features are attributed by Feature Type (Driveway, Parking Area, Road, Runway/Taxiway, Sidewalk/Walkway, Other) and Surface Type (Asphalt, Concrete, Brick, Dirt, Gravel, Other, Under Construction). Existing data was classified as Paved or Unpaved and was not changed to reflect surface material type.",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-16T15:00:20.000Z,,,"Frederick County, Maryland|Maryland","-77.6788,39.2133,-77.0972,39.7259",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/77ecfde669764e309957c525c9350d1f_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/77ecfde669764e309957c525c9350d1f_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Infrastructure/EdgeOfPavement/MapServer/0,,MapServer,Edge Of Pavement
ec66a9597b6a42b3850174e93a7de443_1,04b-24021,Libraries,,Frederick County Public Library locations.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T13:45:15.000Z,,,"Frederick County, Maryland|Maryland","-77.6239,39.2774,-77.329,39.7016",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/ec66a9597b6a42b3850174e93a7de443_1,"http://gis-fcgmd.opendata.arcgis.com/datasets/ec66a9597b6a42b3850174e93a7de443_1.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Features/PointsOfInterest/MapServer/1,,MapServer,Library|Points Of Interest
d93a39a0aebd494484038affed497fc9_8,04b-24021,Watersheds,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-16T20:08:30.000Z,,,"Frederick County, Maryland|Maryland","-77.6768,39.2187,-76.8841,39.9269",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/d93a39a0aebd494484038affed497fc9_8,"http://gis-fcgmd.opendata.arcgis.com/datasets/d93a39a0aebd494484038affed497fc9_8.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/Hydrography/MapServer/8,,MapServer,Hydrography|Watersheds
6148db27cb5c4f00877a38e9eb501a2c_2,04b-24021,Forest Resource,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T13:26:43.000Z,,,"Frederick County, Maryland|Maryland","-77.6618,39.2459,-77.1204,39.7209",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/6148db27cb5c4f00877a38e9eb501a2c_2,"http://gis-fcgmd.opendata.arcgis.com/datasets/6148db27cb5c4f00877a38e9eb501a2c_2.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Environment/ForestEasements/MapServer/2,,MapServer,Forest Resource|Forest Easements
2d8d98e54b4244c6bfc9edfad8b4ed84_6,04b-24021,Shopping Centers,,Shopping center locations within Frederick County.,Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T14:28:24.000Z,,,"Frederick County, Maryland|Maryland","-77.6234,39.3246,-77.1674,39.6285",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/2d8d98e54b4244c6bfc9edfad8b4ed84_6,"http://gis-fcgmd.opendata.arcgis.com/datasets/2d8d98e54b4244c6bfc9edfad8b4ed84_6.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Features/PointsOfInterest/MapServer/6,,MapServer,Shopping Centers|Points Of Interest
1859f5e9f7a94dcba1f8eaaf52bcce9c_5,04b-24021,Frederick County Fire (ESZ),,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-22T13:44:32.000Z,,,"Frederick County, Maryland|Maryland","-77.6764,39.2187,-77.1071,39.7234",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/1859f5e9f7a94dcba1f8eaaf52bcce9c_5,"http://gis-fcgmd.opendata.arcgis.com/datasets/1859f5e9f7a94dcba1f8eaaf52bcce9c_5.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/PublicSafety/ESZ/MapServer/5,,MapServer,Frederick County Fire|ESZ|Public Safety
3373ce715c10458ca006392b2bbb6ca9,04b-24021,Mapping Applications,,{{default.description}},error,,error,error,,2019-07-16T17:00:34.000Z,,,"Frederick County, Maryland|Maryland","-77.698,39.204,-77.091,39.732",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/3373ce715c10458ca006392b2bbb6ca9,error,,,,Frederick County|Survey Control Monuments
b273b2494cc445b2bb83d1c89946a754_4,04b-24021,Places of Worship,,"Places of worship in Frederick County, MD",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T14:24:30.000Z,,,"Frederick County, Maryland|Maryland","-77.6644,39.2553,-77.1757,39.7165",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/b273b2494cc445b2bb83d1c89946a754_4,"http://gis-fcgmd.opendata.arcgis.com/datasets/b273b2494cc445b2bb83d1c89946a754_4.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Features/PointsOfInterest/MapServer/4,,MapServer,Places of Worship|Points Of Interest
3d42e42f847e4ef49915cae9213b6b5a_0,04b-24021,Parcels,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2015-12-09T14:31:16.000Z,,,"Frederick County, Maryland|Maryland","-77.6764,39.2187,-77.1074,39.7214",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/3d42e42f847e4ef49915cae9213b6b5a_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/3d42e42f847e4ef49915cae9213b6b5a_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Planning/Parcels/MapServer/0,,MapServer,Frederick County|Parcels
cc2c2bb83cda43d8a9ff80312f92ae43_2,04b-24021,Tax Subgrid,,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T12:55:45.000Z,,,"Frederick County, Maryland|Maryland","-77.6985,39.2153,-77.0637,39.7444",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/cc2c2bb83cda43d8a9ff80312f92ae43_2,"http://gis-fcgmd.opendata.arcgis.com/datasets/cc2c2bb83cda43d8a9ff80312f92ae43_2.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Planning/IndexGrids/MapServer/2,,MapServer,Tax Sub-Grid|Index Grids
2c53282afc074deeab26071df50205ad_0,04b-24021,Water Service Areas (County),,{{default.description}},Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-18T14:40:26.000Z,,,"Frederick County, Maryland|Maryland","-77.6764,39.2187,-77.1074,39.7214",Maryland,"Frederick County, Maryland","Frederick County, MD",http://gis-fcgmd.opendata.arcgis.com/datasets/2c53282afc074deeab26071df50205ad_0,"http://gis-fcgmd.opendata.arcgis.com/datasets/2c53282afc074deeab26071df50205ad_0.zip?outSR={""latestWkid"":2248,""wkid"":102685}",https://maps.frederickcountymd.gov/arcgis/rest/services/Infrastructure/WaterSewer/MapServer/0,,MapServer,County|Water Service Areas
